"nivel"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"no"	[[1, 7], [2, 7], [3, 9], [4, 15], [5, 9], [6, 8]]
"noche"	[[7, 1]]
"nom\u00e3"	[[4, 2]]
"nombre"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"normas"	[[1, 1], [2, 1]]
"norte"	[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3]]
"nos"	[[5, 1]]
"notablemente"	[[7, 1]]
"notar"	[[4, 1]]
"noticia"	[[5, 1]]
"noticias"	[[3, 1], [4, 1], [5, 1]]
"noticiascon"	[[4, 2], [5, 2]]
"notificationcount'"	[[1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4]]
"novedades"	[[4, 2], [5, 2]]
"novena"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]
"npolideportivo"	[[7, 1]]
"nuestro"	[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"nuestros"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"nueva"	[[1, 1], [2, 1], [3, 2], [4, 1], [5, 1], [6, 1]]
"nuevas"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"nunca"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"o"	[[1, 2], [2, 2], [3, 16], [4, 17], [5, 18], [6, 18], [7, 14]]
"o'higgins"	[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 2]]
"o'higginsregi\u00f3n"	[[1, 1], [2, 1]]
"ob\u00e3"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"obligando"	[[4, 1]]
"obtiene"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"ocasiones"	[[4, 1]]
"ocean\u00e3"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"ocean\u00eda"	[[1, 2], [2, 2]]
"ocho"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"octava"	[[7, 1]]
"october"	[[4, 7], [7, 1]]
"octubre"	[[1, 21], [2, 21], [3, 1], [4, 1], [5, 1], [6, 1], [7, 2]]
"of"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"oficial"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"oficiales"	[[5, 2]]
"ola"	[[5, 1]]
"ona"	[[4, 1]]
"opini\u00e3"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"opini\u00e3\u00b3n"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 1]]
"opini\u00f3n"	[[1, 4], [2, 4]]
"oportunidades"	[[6, 1]]
"or"	[[7, 1]]
"orgullo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"oriente"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"orrego"	[[3, 1]]
"os"	[[3, 3], [4, 3], [5, 8], [6, 4], [7, 2]]
"oscuro"	[[5, 2]]
"oslos"	[[5, 1]]
"osorno"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"otra"	[[4, 1]]
"otro"	[[1, 1], [2, 1], [3, 1], [4, 2], [5, 1], [6, 1]]
"p"	[[4, 1]]
"p\u00e3"	[[3, 1], [4, 2], [5, 2], [6, 1]]
"p\u00e3\u00bablica"	[[6, 1]]
"p\u00e9rdidas"	[[1, 1], [2, 1]]
"pa"	[[4, 1]]
"pa\u00eds"	[[1, 1], [2, 1]]
"pablo"	[[1, 1], [2, 1]]
"padres"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"panamericanos"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"pandemia"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"par"	[[5, 1]]
"para"	[[1, 3], [2, 3], [3, 2], [4, 3], [5, 10], [6, 2]]
"parece"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"paredes"	[[3, 1]]
"paren"	[[4, 1]]
"parinacotaregi\u00f3n"	[[1, 1], [2, 1]]
"parlamentarios"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"parte"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2], [7, 1]]
"parti\u00e3\u00b3"	[[3, 2], [4, 2], [5, 2], [6, 2]]
"parti\u00f3"	[[1, 3], [2, 3]]
"participaci\u00f3n"	[[1, 1], [2, 1]]
"participar\u00e1"	[[1, 1], [2, 1]]
"participar\u00e3"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"partido"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 4]]
"partir"	[[3, 1]]
"pasado"	[[5, 2], [7, 1]]
"pasando"	[[4, 1]]
"pasillo"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 1]]
"paso"	[[4, 1]]
"pat\u00e3"	[[4, 1]]
"patrimonio"	[[4, 1]]
"paup\u00e3"	[[7, 1]]
"pega"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"pel\u00e3"	[[4, 2]]
"pelea"	[[6, 1]]
"peleando"	[[4, 1]]
"pelear"	[[4, 1]]
"penal"	[[5, 1]]
"penas"	[[1, 1], [2, 1]]
"pensamientos"	[[4, 1]]
"people"	[[5, 1]]
"percibe"	[[1, 1], [2, 1]]
"perdidos"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"perdonando"	[[4, 1]]
"periodo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"permita"	[[6, 1]]
"pero"	[[1, 2], [2, 2], [3, 2], [4, 3], [5, 2], [6, 3]]
"perros"	[[5, 1]]
"persecuci\u00e3\u00b3n"	[[3, 2], [4, 2], [5, 2], [6, 2]]
"persecuci\u00f3n"	[[1, 3], [2, 3]]
"persona"	[[5, 2], [6, 1]]
"personas"	[[3, 1]]
"pesada"	[[4, 1]]
"pesar"	[[3, 1]]
"pese"	[[1, 1], [2, 1]]
"peso"	[[4, 1]]
"petardo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 7]]
"pexels"	[[5, 1]]
"pic"	[[4, 3], [7, 1]]
"picchu"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"pie"	[[7, 1]]
"piergentili"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"pillo"	[[4, 1]]
"pinco"	[[4, 3]]
"pincoya"	[[1, 1], [2, 1], [3, 1], [4, 17], [5, 1], [6, 1]]
"pintana"	[[1, 1], [2, 1]]
"pinto"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"pisos"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"pistas"	[[4, 2], [5, 2]]
"plan"	[[5, 3]]
"planeando"	[[5, 1]]
"plantas"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"plataforma"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"plebiscito"	[[1, 1], [2, 1]]
"poco"	[[5, 1]]
"podcastsnacional"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"poderviernes"	[[5, 1]]
"podr\u00e3"	[[3, 1], [4, 2], [5, 1], [6, 1]]
"podr\u00eda"	[[1, 1], [2, 1]]
"pol\u00edtico"	[[1, 2], [2, 2]]
"polanco"	[[1, 1], [2, 1]]
"polentenencia"	[[5, 1]]
"polic\u00e3"	[[3, 1], [4, 1], [5, 3], [6, 3]]
"polic\u00eda"	[[1, 1], [2, 1]]
"policial"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"polo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"polpaico"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"popular"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"por"	[[1, 41], [2, 41], [3, 18], [4, 21], [5, 29], [6, 18], [7, 11]]
"porque"	[[4, 3]]
"portada"	[[7, 1]]
"portero"	[[7, 3]]
"post"	[[7, 1]]
"post_date_txt"	[[1, 1], [2, 1]]
"post_hour"	[[1, 1], [2, 1]]
"postunited"	[[7, 1]]
"potable"	[[3, 3]]
"pozo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"pr\u00e3\u00b3fugos"	[[6, 1]]
"pr\u00e3\u00b3ximos"	[[4, 1]]
"preeklwmqq"	[[4, 1]]
"preliminar"	[[6, 1]]
"prensa"	[[1, 1], [2, 1]]
"preparados"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]
"presidencial"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"presidio"	[[5, 1]]
"prestar"	[[6, 1]]
"primary"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"primavera"	[[5, 1]]
"primera"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 3], [6, 1]]
"primeriza"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"primero"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"printing"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"prisi\u00e3\u00b3n"	[[5, 1]]
"privada"	[[5, 1]]
"problemas"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]
"profesional"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"profesionales"	[[4, 1], [5, 1]]
"profundidadm\u00e3"	[[5, 1]]
"profundiza"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"profundos"	[[1, 1], [2, 1]]
"programa"	[[4, 1]]
"propinaron"	[[6, 1]]
"props"	[[1, 3], [2, 3]]
"protagonistas"	[[4, 1]]
"providencia"	[[3, 1]]
"provoc\u00e3\u00b3"	[[7, 1]]
"prueba"	[[1, 1], [2, 1], [4, 2], [5, 2]]
"psgs\u00e3"	[[7, 1]]
"publicado"	[[1, 1], [2, 1], [3, 2], [6, 2]]
"pueblo"	[[5, 1]]
"pueden"	[[5, 1]]
"puerto"	[[1, 4], [2, 4], [3, 3], [4, 3], [5, 3], [6, 3], [7, 2]]
"puesto"	[[4, 1]]
"puntos"	[[3, 2]]
"pura"	[[4, 1]]
"puso"	[[4, 1]]
"q"	[[4, 4]]
"qatar"	[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]]
"qu\u00e3"	[[4, 3], [5, 1]]
"qu\u00e9"	[[1, 1], [2, 1]]
"que"	[[1, 13], [2, 13], [3, 21], [4, 31], [5, 22], [6, 14], [7, 8]]
"qued\u00e3\u00b3"	[[7, 1]]
"queda"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"quedando"	[[4, 1]]
"quedaron"	[[4, 1], [6, 1]]
"quer\u00e3"	[[4, 1]]
"quezadala"	[[1, 1], [2, 1]]
"quien"	[[3, 1], [4, 1], [7, 1]]
"quienes"	[[4, 1], [6, 1]]
"quilicura"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"r\u00e3"	[[3, 3], [4, 3], [5, 3], [6, 3], [7, 2]]
"r\u00edos"	[[1, 3], [2, 3]]
"r\u00edosregi\u00f3n"	[[1, 1], [2, 1]]
"ra\u00e3"	[[6, 1]]
"radio"	[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 4], [7, 3]]
"radiob\u00e3"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"radiob\u00edob\u00edo"	[[1, 2], [2, 2]]
"raja"	[[4, 1]]
"rato"	[[4, 1]]
"rbara"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"rbb"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"rbitro"	[[7, 2]]
"rcel"	[[4, 1]]
"rcoles"	[[4, 1]]
"rdidas"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"re\u00e3"	[[4, 1]]
"reacciones"	[[4, 1]]
"real"	[[5, 1]]
"realidad"	[[4, 1]]
"reality"	[[4, 2]]
"realizan"	[[3, 1]]
"rebajar"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"recabada"	[[6, 1]]
"recibi\u00e3\u00b3"	[[5, 1]]
"recibi\u00f3"	[[1, 1], [2, 1]]
"recinto"	[[7, 1]]
"reclam\u00e3\u00b3"	[[4, 1]]
"recoleta"	[[3, 1]]
"reconocido"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"recopilar"	[[6, 1]]
"recordemos"	[[5, 1]]
"recorrido"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"recuerda"	[[5, 1]]
"recuperada"	[[5, 1]]
"red"	[[1, 4], [2, 4], [3, 2], [4, 2], [5, 2], [6, 2]]
"redes"	[[4, 1]]
"reestablecido"	[[3, 1]]
"reestructuraci\u00f3n"	[[1, 1], [2, 1]]
"refiere"	[[4, 2]]
"refiri\u00e3\u00b3"	[[4, 2]]
"refirieron"	[[3, 1]]
"rega\u00e3"	[[4, 1]]
"regi\u00e3\u00b3n"	[[3, 3], [6, 1]]
"regi\u00f3n"	[[1, 1], [2, 1]]
"regiones"	[[1, 1], [2, 1]]
"registra"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"regla"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"regresar\u00e3"	[[4, 2]]
"reina"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 9], [6, 1]]
"reingresar"	[[4, 1]]
"reino"	[[5, 2]]
"reitera"	[[1, 1], [2, 1]]
"reiteradas"	[[6, 1]]
"relevante"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"remueven"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"renca"	[[3, 1]]
"renovada"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"repechaje"	[[1, 1], [2, 1], [3, 1], [4, 5], [5, 1], [6, 1]]
"repetido"	[[4, 1]]
"reporta"	[[1, 1], [2, 1], [3, 2]]
"reportajes"	[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 4]]
"reportar"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"reposici\u00e3\u00b3n"	[[3, 2]]
"reposici\u00f3n"	[[1, 1], [2, 1]]
"repuso"	[[3, 1]]
"rescate"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"resentimiento"	[[5, 1]]
"residencia"	[[5, 1]]
"resoluci\u00e3\u00b3n"	[[7, 1]]
"responsabilidades"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"responsable"	[[5, 1], [7, 1]]
"responsables"	[[6, 2]]
"retirado"	[[7, 1]]
"retratar\u00e3"	[[4, 1]]
"reuniones"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"reunir\u00e3"	[[4, 1], [5, 1]]
"revelan"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"revista"	[[5, 1]]
"reyes"	[[1, 1], [2, 1]]
"ri\u00e3"	[[6, 2]]
"ri\u00f1a"	[[1, 1], [2, 1]]
"rica"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"riesgo"	[[1, 3], [2, 3], [3, 2], [4, 3], [5, 3], [6, 2]]
"risa"	[[4, 1]]
"rm"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"rme"	[[4, 1]]
"robado"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"ropa"	[[5, 1]]
"rrimo"	[[7, 1]]
"rtica"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"rut"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"s"	[[3, 4], [4, 23], [5, 12], [6, 4], [7, 8]]
"s\u00e1bado"	[[1, 9], [2, 9]]
"s\u00e2"	[[4, 1]]
"s\u00e3"	[[3, 1], [4, 4], [5, 2], [6, 1], [7, 1]]
"saben"	[[4, 1]]
"sailorcapy"	[[4, 1]]
"sainz"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"salto"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"salud"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 4], [6, 2], [7, 2]]
"salvo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"san"	[[1, 2], [2, 2], [6, 3]]
"sana"	[[5, 1]]
"santander"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"santiago"	[[1, 3], [2, 3], [3, 5], [4, 3], [5, 3], [6, 3], [7, 2]]
"sara"	[[4, 2], [5, 2]]
"savanier"	[[7, 1]]
"scara"	[[5, 1]]
"scuala62"	[[4, 1]]
"se"	[[1, 7], [2, 7], [3, 9], [4, 21], [5, 8], [6, 9], [7, 2]]
"se\u00e3"	[[7, 1]]
"sectores"	[[3, 1]]
"seg\u00e3\u00ban"	[[4, 1], [5, 2], [6, 1]]
"seguidilla"	[[1, 1], [2, 1]]
"seguidores"	[[4, 1]]
"seguir"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"segunda"	[[7, 1]]
"segundo"	[[4, 2]]
"seguridad"	[[7, 1]]
"seis"	[[3, 1]]
"semana"	[[3, 1]]
"sembraron"	[[4, 1]]
"senapred"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"senegal\u00e3"	[[7, 2]]
"sentenci\u00e3\u00b3"	[[7, 1]]
"sentenciada"	[[5, 1]]
"sentenciado"	[[5, 1]]
"sep\u00e3\u00balveda"	[[6, 2]]
"sep\u00falveda"	[[1, 3], [2, 3]]
"sep\u00falvedanovena"	[[1, 1], [2, 1]]
"septiembre"	[[1, 1], [2, 1], [3, 1], [4, 2], [5, 2], [6, 1]]
"ser"	[[5, 2], [7, 1]]
"ser\u00e1n"	[[1, 1], [2, 1]]
"ser\u00e3"	[[3, 2], [4, 3], [5, 2], [6, 2]]
"ser\u00eda"	[[1, 1], [2, 1]]
"serie"	[[4, 2]]
"servicio"	[[3, 1]]
"servicios"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"si"	[[1, 2], [2, 2], [3, 2], [4, 3], [5, 3], [6, 2], [7, 2]]
"sic"	[[4, 6]]
"sicarios"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"sido"	[[4, 1]]
"siendo"	[[5, 1]]
"sigo"	[[4, 1]]
"simply"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"am\u00e9rica"	[[1, 2], [2, 2]]
"amargada"	[[4, 1]]
"amenaz\u00e3\u00b3"	[[4, 1]]
"amigas"	[[4, 1]]
"amistad"	[[4, 1]]
"amplio"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"an"	[[4, 5], [5, 1]]
"ana"	[[3, 1]]
"and"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"anda"	[[4, 4]]
"andan"	[[4, 1]]
"andinas"	[[1, 1], [2, 1], [3, 4]]
"angelitos"	[[4, 1]]
"anos"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"ant\u00e1rtica"	[[1, 1], [2, 1]]
"ant\u00e3"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"anterior"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"antes"	[[5, 1]]
"anticonceptivos"	[[4, 1], [5, 1]]
"antiterrorista"	[[5, 1]]
"antofagastaregi\u00f3n"	[[1, 1], [2, 1]]
"anunci\u00e3\u00b3"	[[7, 1]]
"anuncioen"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"apagada"	[[4, 1]]
"apelaciones"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"aplica"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"aplicaci\u00e3\u00b3n"	[[3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"aplicaci\u00f3n"	[[1, 2], [2, 2]]
"apoyo"	[[4, 1]]
"app"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"aprendidas"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"apu\u00e3"	[[6, 3]]
"apu\u00f1alado"	[[1, 1], [2, 1]]
"apuntan"	[[1, 1], [2, 1]]
"apuntar"	[[5, 1]]
"aqu\u00e3"	[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"aqu\u00ed"	[[1, 1], [2, 1]]
"araucan\u00e3"	[[3, 3], [4, 3], [5, 3], [6, 3], [7, 2]]
"araucan\u00eda"	[[1, 4], [2, 4]]
"araucan\u00edaregi\u00f3n"	[[1, 1], [2, 1]]
"araus"	[[1, 1], [2, 1]]
"argentina"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"arica"	[[1, 1], [2, 1]]
"arqueol\u00e3\u00b3gico"	[[3, 1], [4, 1], [5, 1], [6, 1]]
"arqueol\u00f3gico"	[[1, 1], [2, 1]]
"arquero"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 3]]
"arremeti\u00e3\u00b3"	[[4, 1]]
"arresto"	[[5, 1]]
"arriesgan"	[[1, 1], [2, 1]]
"art\u00e3"	[[4, 1]]
"artes"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"article"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"artista"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"as"	[[3, 1], [4, 5], [5, 1], [6, 1]]
"as\u00e3"	[[4, 1]]
"ascenso"	[[5, 1]]
"aseguradora"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"aseguraron"	[[3, 1]]
"aseo"	[[4, 1]]
"asesina"	[[5, 1]]
"asesinada"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"asesinado"	[[1, 1], [2, 1]]
"asesinar"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 5], [6, 1]]
"asesinato"	[[1, 2], [2, 2], [3, 1], [4, 1], [5, 1], [6, 2]]
"asesinos"	[[1, 1], [2, 1], [6, 1]]
"asia"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"asimismo"	[[4, 1], [5, 1]]
"asociaci\u00e3\u00b3n"	[[3, 1]]
"asumir"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"asustados"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"atacamaregi\u00f3n"	[[1, 1], [2, 1]]
"ataque"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"atentados"	[[1, 1], [2, 1]]
"atr\u00e3"	[[5, 1]]
"atrevieran"	[[4, 1]]
"atropello"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"aturdido"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 2]]
"aumentar\u00e3"	[[4, 1], [5, 1]]
"aunque"	[[4, 1]]
"author"	[[1, 1], [2, 1]]
"auto"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"automotrizm\u00e3"	[[4, 1], [5, 1]]
"autoridades"	[[3, 2], [5, 1]]
"aviso"	[[3, 1]]
"ayl\u00e3"	[[4, 1], [5, 1]]
"ays\u00e3"	[[3, 3], [4, 3], [5, 2], [6, 3], [7, 2]]
"ays\u00e9n"	[[1, 3], [2, 3]]
"ays\u00e9nregi\u00f3n"	[[1, 1], [2, 1]]
"ayud\u00e3\u00b3"	[[4, 1]]
"ayuda"	[[6, 1]]
"b9ihhsd9ve"	[[4, 1]]
"b\u00e1rbara"	[[1, 1], [2, 1]]
"b\u00e1squetbol"	[[1, 2], [2, 2]]
"b\u00e3"	[[3, 14], [4, 14], [5, 14], [6, 16], [7, 12]]
"b\u00edo"	[[1, 12], [2, 12]]
"b\u00edoregi\u00f3n"	[[1, 1], [2, 1]]
"bado"	[[4, 1], [7, 1]]
"baja"	[[1, 2], [2, 2], [3, 1], [4, 1], [5, 1], [6, 1]]
"bajar"	[[4, 1]]
"bajo"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"balea"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"ballesta"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 5], [6, 1]]
"barr\u00eda"	[[1, 1], [2, 1]]
"basado"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"basura"	[[4, 1]]
"batta"	[[7, 1]]
"bbcl"	[[1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 2]]
"bbclf\u00e3"	[[7, 1]]
"bbclinternacionalnacionalespecializados"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"belmar"	[[1, 1], [2, 1], [3, 2], [6, 2]]
"belmarla"	[[1, 3], [2, 3]]
"benjam\u00edn"	[[1, 1], [2, 1]]
"bernardo"	[[1, 1], [2, 1], [6, 3]]
"bete"	[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
"bien"	[[4, 3], [5, 1]]
"bienestar"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"bio"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"biobiochile"	[[1, 1], [2, 1], [3, 4], [4, 1], [5, 1], [6, 1]]
"biobiotv"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"ble"	[[7, 1]]
"blogs"	[[7, 2]]
"boliviana"	[[1, 1], [2, 1]]
"bolsa"	[[4, 1]]
"bolsillo"	[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]
"bomberos"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"brasil"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"brereton"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]
"brigada"	[[6, 1]]
"brit\u00e3"	[[5, 2]]
"buenas"	[[3, 1]]
"bueno"	[[4, 1]]
"busca"	[[4, 1], [5, 1]]
"buscando"	[[6, 1]]
"buses"	[[1, 3], [2, 3], [3, 2], [4, 2], [5, 2], [6, 2]]
"by"	[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]
